Resorts (532 Found),Avg User Rating,"Family /
Adults Only",Direct USD 2026,Direct CAD 2026,Value Ratio,AAA,Forbes,Hotel Class,Hyatt,Northstar,Deal Breakers?,Country,Area,Airport,Direct Flight,To / From Airport,Hotel Brand,Hotel Style,Amenities,Special Room Options,"Food, Beach, Party","Guaranteed
Connecting Rooms",Beds,"High
Rise",# of Rooms,Year Built,Year Renovated,Floors
Playa Pesquero Hotel,86.0,Family,"$1,995.00","$2,783.73",3.01,,,5,,6,,Cuba,Rafael Freyre,Holguin,TRUE,1h 2m,,"Family, Mid-Range","Beach, Kids Club, Teen Club, Gym, Diving, Buffet, Swim Up Bar, Evening Entertainment, Nightclub, Spa, Fishing",Family Suite,,,1 Double or 2 Single,FALSE,968,2003,,2
Hotel Playa Cayo Santa María,86.0,Family,"$2,100.00","$2,930.25",2.86,,,5,,,,Cuba,Cayo Santa Maria,Santa Clara,TRUE,1h 36m,,"Mid-Range, Family","Beach, Kids Club, Swim Up Bar, Tennis, Buffet, Fishing, Diving, Babysitting, Room Service, Evening Entertainment, Spa",,,,2 Single,FALSE,769,2011,,3
Occidental at Xcaret Destination,86.0,Family,"$2,483.74","$3,465.70",2.42,NYR,,5,,8,,Mexico,Solidaridad,Cancun,TRUE,0h 56m,Barcelo,"Park View, Family Resort","Beach, Kids Club, Gym, Mini Golf, Adult Pool, Tennis, Spa, Buffet, Swim Up Bar, Snorkelling, Evening Entertainment, Nightclub",,,,1 King or 2 Double,FALSE,765,2002,2016,3
"Decameron Los Cocos Guayabitos, Ramada All-inclusive Resort",86.0,Family,"$2,542.43","$3,547.59",2.36,,,3,,NYR,,Mexico,Rincon de Guayabitos,Ordaz,TRUE,0h 58m,Wyndham Hotels,"Family, Charming","Beach, Gym, Tennis, Buffet, Evening Entertainment, Kids Club, Spa, Adult Pool, Fishing",,,,1 King or 2 Double,FALSE,240,1996,,4
"Viva Azteca by Wyndham, A Trademark All Inclusive Resort",86.0,Family,"$2,594.39","$3,620.10",2.31,,,4,,6,,Mexico,Playacar,Cancun,TRUE,0h 54m,Wyndham Hotels,"Quiet, Family","Beach, Kids Club, Gym, Bicycles Available, Snorkelling, Evening Entertainment, Spa, Babysitting, Buffet, Diving",,,,2 Queen,FALSE,335,1992,2003,3
Hotel Riu Yucatan,86.0,Family,"$2,681.56","$3,741.73",2.24,,,5,,6,,Mexico,Playa del Carmen,Cancun,TRUE,0h 59m,Riu,"Family, Family Resort","Beach, Kids Club, Gym, Buffet, Diving, Watersports Equipment Rentals, Nightclub, Babysitting, Swim Up Bar, Snorkelling, Windsurfing, Evening Entertainment, Spa, Restaurants Don't Require Reservations, Waterpark For Little Kids",,,,2 Small Double,FALSE,507,1997,2013,3
Bahia Principe Grand Coba,86.0,Family,"$3,190.74","$4,452.22",1.88,,,5,,6,,Mexico,Chacalal,Tulum,TRUE,1h 3m,Bahia Principe,"Family, Business","Beach, Kids Club, Teen Club, Pool Slide, Water Feature, Gym, Golf Course, Buffet, Nightclub, Spa, Casino, Babysitting, Adult Pool, Swim Up Bar, Tennis, Evening Entertainment, Waterpark For Little Kids",,,,1 King or 2 Full,FALSE,1110,2005,,3
"Marriott Miches Beach, An All-Inclusive Resort",86.0,Family,"$3,241.00","$4,522.35",1.85,4,,4.5,,NYR,,Dominican Republic,Miches,Punta Cana,TRUE,1h 25m,Marriott,"Mid-Range, Business","Gym, Buffet, Swim Up Bar, Wi-Fi Free",Swim Up Rooms,,,2 Queen,FALSE,,2022,,3
The Westin Playa Bonita Panama,86.0,Family,"$3,457.30","$4,824.16",1.74,NYR,,4.5,,7,,Panama,Panama City,Tocumen,FALSE,0h 42m,Marriott,"Bay View, Lagoon View","Gym, Adult Pool, Room Service, Kids Club, Beach, Babysitting, Buffet, Swim Up Bar, Pets Allowed, Spa, Wi-Fi Paid",,,,2 Queen,TRUE,611,2011,,22
Margaritaville Beach Resort Playa Flamingo,86.0,Family,"$3,801.56","$5,304.53",1.58,,,4,,6,,Costa Rica,Playa Flamingo,Liberia,TRUE,1h 2m,Margaritaville,"Quiet, Family","Beach, Watersports Equipment Rentals, Swim Up Bar, Room Service, Wi-Fi Free, Gym, Tennis, Pets Allowed, Babysitting",,,,1 King or 2 Double,FALSE,120,1985,2024,3
Hyatt Zilara Riviera Maya,86.0,Adults Only,"$4,144.00","$5,782.35",1.45,,,5,C,8,,Mexico,Solidaridad,Cancun,TRUE,0h 38m,Hyatt,"Business, Romantic","Beach, Gym, Buffet, Evening Entertainment, Spa, Wi-Fi Free","Swim Up Rooms, Plunge Pool Rooms",,,1 King or 2 Double,FALSE,291,2003,2022,4
Secrets Riviera Cancun Resort & Spa,86.0,Adults Only,"$4,188.00","$5,843.75",1.43,NYR,,5,D,9,,Mexico,Caracol,Cancun,TRUE,0h 21m,Hyatt,"Romantic, Mid-Range","Beach, Gym, Buffet, Swim Up Bar, Nightclub, Evening Entertainment, Spa, Restaurants Don't Require Reservations, Wi-Fi Free","Swim Up Rooms, Beach Front Rooms",Great Food,,1 King or 2 Double,FALSE,164,2016,2020,4
Hotel Riu Palace Cabo San Lucas,86.0,Family,"$4,300.80","$6,001.14",1.40,3,,4.5,,7,,Mexico,Cabo San Lucas,Los Cabos,TRUE,0h 37m,Riu,"Family Resort, Harbour View","Beach, Kids Club, Gym, Diving, Buffet, Swim Up Bar, Evening Entertainment, Babysitting, Fishing, Spa, Restaurants Don't Require Reservations","Adults Only Rooms, Swim Up Rooms",,,1 King or 2 Double,FALSE,692,2004,2016,4
The Soco Hotel,86.0,Adults Only,"$4,468.80","$6,235.56",1.34,,,4,,NYR,,Barbados,Bridgetown,Grantley Adams,TRUE,0h 21m,,"Trendy, Romantic","Beach, Wi-Fi Free",,,,1 King,FALSE,24,2013,,4
Dreams Rose Hall Resort and Spa,86.0,Family,"$5,196.73","$7,251.28",1.15,3,,4,C,7,,Jamaica,Montego Bay,Sangster,TRUE,0h 17m,Hyatt,"Park View, Family","Beach, Teen Club, Lazy River, Gym, Buffet, Tennis, Evening Entertainment, Spa, Babysitting, Swim Up Bar, Golf Course, Nightclub, Kids Club, Restaurants Don't Require Reservations, Wi-Fi Paid",,,$60 per Night,1 King or 2 Queen,TRUE,495,1974,2019,1
Ocean Eden Bay - Adults Only,86.0,Adults Only,"$5,225.60","$7,291.57",1.15,,,5,,NYR,,Jamaica,Trelawny Parish,Sangster,TRUE,0h 45m,H10 Hotels,"Business, Romantic","Beach, Gym, Evening Entertainment, Nightclub, Buffet, Spa, Wi-Fi Free",Swim Up Rooms,,,2 Full,FALSE,444,2021,,
Moon Palace Cancun,86.0,Family,"$5,418.00","$7,560.03",1.11,4,,5,,9,,Mexico,Cancun,Cancun,TRUE,0h 16m,Palace Resorts,"Family, Modern","Beach, Kids Club, Teen Club, Pool Slide, Water Feature, Arcade, Flowrider, Gym, Bicycles Available, Room Service, Mini Golf, Watersports Equipment Rentals, Evening Entertainment, Babysitting, Buffet, Swim Up Bar, Diving, Golf Course, Tennis, Nightclub, Spa, Wi-Fi Paid, Waterpark For Little Kids","Family Suite, Swim Up Rooms, 2 Bedroom Suites",,Yes,1 King or 2 Double,FALSE,2404,1996,2014,
Sandals Royal Caribbean (Couples only),86.0,Adults Only,"$6,344.00","$8,852.13",0.95,4,,4,,NYR,Couples Only,Jamaica,Montego Bay,Sangster,TRUE,0h 8m,Sandals Resorts International,"Luxury, Romantic","Beach, Gym, Diving, Buffet, Swim Up Bar, Snorkelling, Fishing, Spa, Room Service, Tennis, Evening Entertainment, Nightclub","Beach Front Rooms, Plunge Pool Rooms, Over Water Rooms",,,1 King,FALSE,232,1956,2016,
Beaches Negril,86.0,Family,"$10,800.40","$15,070.39",0.56,3,,3,,NYR,,Jamaica,Negril,Sangster,TRUE,1h 23m,Sandals Resorts International,"Family, Family Resort","Beach, Kids Club, Lazy River, Kids Club for Under 4, Gym, Diving, Buffet, Snorkelling, Fishing, Babysitting, Swim Up Bar, Tennis, Evening Entertainment, Nightclub, Spa, Wi-Fi Paid, Waterpark For Little Kids, Waterpark For Big Kids","2 Bedroom Suites, Family Suite, Villas, Plunge Pool Rooms",Great Beach,Yes,1 King or 2 Double,FALSE,186,1997,2020,
Beaches Turks & Caicos,86.0,Family,"$13,441.20","$18,755.25",0.45,,,5,,NYR,,Turks and Caicos,Providenciales,Providenciales,TRUE,0h 13m,Sandals Resorts International,"Green, Family Resort","Beach, Kids Club, Teen Club, Lazy River, Flowrider, Heated Pool, Kids Club for Under 4, Babysitting, Adult Pool, Buffet, Tennis, Evening Entertainment, Gym, Diving, Swim Up Bar, Snorkelling, Spa, Wi-Fi Paid, Waterpark For Big Kids","2 Bedroom Suites, Family Suite, Villas, Plunge Pool Rooms",,Can't Book Two Rooms,2 Double,FALSE,758,1995,2013,
Breathless Montego Bay Resort & Spa,85.8,Adults Only,"$6,468.00","$9,025.16",0.90,4,,5,E,8,,Jamaica,Montego Bay,Sangster,TRUE,0h 15m,Hyatt,"Lagoon View, Mountain View","Beach, Gym, Swim Up Bar, Evening Entertainment, Spa, Tennis, Buffet, Nightclub, Wi-Fi Free",Swim Up Rooms,Great for Parties,,1 King or 2 Double,TRUE,150,2017,,5
Bahia Principe Grand Aquamarine,85.7,Adults Only,"$2,405.34","$3,356.30",2.37,,,5,,7,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 28m,Bahia Principe,"Quiet, Romantic","Beach, Gym, Casino, Evening Entertainment, Nightclub, Buffet, Swim Up Bar, Tennis, Spa, Wi-Fi Free",,,,1 King or 2 Full,FALSE,498,2018,,4
Bahia Principe Fantasia Punta Cana,85.7,Family,"$4,663.26","$6,506.90",1.22,,,5,,7,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 26m,Bahia Principe,"Trendy, Luxury","Beach, Kids Club, Teen Club, Pool Slide, Water Feature, Gym, Mini Golf, Swim Up Bar, Tennis, Evening Entertainment, Nightclub, Babysitting, Buffet, Spa, Wi-Fi Free, Waterpark For Little Kids",,,,1 King or 2 Full,FALSE,512,2016,,3
Sandos Playacar,85.7,Family,"$4,876.20","$6,804.03",1.17,,,5,,6,,Mexico,Playa del Carmen,Cancun,TRUE,1h 0m,Sandos,"Park View, Residential Neighborhood","Beach, Kids Club, Arcade, Gym, Bicycles Available, Room Service, Snorkelling, Evening Entertainment, Nightclub, Spa, Babysitting, Adult Pool, Buffet, Swim Up Bar, Diving, Mini Golf, Tennis",Adults Only Rooms,,,2 Queen and 1 Double Sofa Bed,FALSE,819,1995,2019,4
Ocean Blue and Sand Beach Resort,85.7,Family,"$5,745.60","$8,017.15",0.99,,,5,,6,,Dominican Republic,Bavaro,Punta Cana,TRUE,0h 24m,H10 Hotels,"Family, Classic","Beach, Kids Club, Teen Club, Lazy River, Gym, Casino, Swim Up Bar, Diving, Nightclub, Spa, Babysitting, Buffet, Tennis, Evening Entertainment, Wi-Fi Free",,,,1 Double and 1 Sofa Bed,FALSE,708,2005,,
"Zemi Miches Punta Cana All-Inclusive Resort, Curio Collection By Hilton",85.7,Family,"$6,750.80","$9,419.76",0.84,,,4,,NYR,,Dominican Republic,Punta Cana,Punta Cana,TRUE,1h 28m,Hilton,,"Gym, Swim Up Bar, Evening Entertainment, Kids Club, Pets Allowed, Spa, Beach, Adult Pool, Watersports Equipment Rentals, Windsurfing","Plunge Pool Rooms, Villas",,Yes,2 Queen,FALSE,502,2024,,4
Wyndham Reef Resort,85.7,Family,"$7,994.00","$11,154.47",0.71,,,3,,6,,Grand Cayman,East End,Owen Roberts,FALSE,0h 48m,Wyndham Hotels,"Quiet, Romantic","Beach, Kids Club, Gym, Diving, Snorkelling, Babysitting, Tennis, Spa, Wi-Fi Free",2 Bedroom Suites,,,1 King and 2 Twin Murphy Beds,FALSE,152,2000,2014,3
"Tamarind, Barbados, An Autograph Collection All-Inclusive Resort",85.7,Family,"$14,362.11","$20,040.24",0.40,Approved,,4,,7,,Barbados,Barbados,Grantley Adams,TRUE,0h 29m,Marriott,"Quiet, Family","Beach, Kids Club, Teen Club, Gym, Yoga Classes, Snorkelling, Evening Entertainment, Adult Pool, Buffet, Watersports Equipment Rentals, Spa, Wi-Fi Free",,,Yes,1 King and 1 Sofa Bed,FALSE,104,1969,2014,3
"Gran Muthu Imperial Hotel, Ciego de Avila",85.5,Adults Only,"$1,276.80","$1,781.59",4.31,,,5,,,,Cuba,Cayo Guillermo,Cayo Coco,TRUE,0h 36m,,"Romantic, Great View","Beach, Gym, Diving, Swim Up Bar, Snorkelling, Watersports Equipment Rentals, Evening Entertainment, Buffet, Horseback Riding, Tennis, Windsurfing, Fishing",,,,1 King or 2 Double,FALSE,500,2019,,3
Iberostar Origin Playa Alameda,85.5,Adults Only,"$1,598.72","$2,230.78",3.44,,,4,,NYR,,Cuba,Varadero,Varadero,TRUE,0h 37m,IHG,"Family, Park View","Beach, Gym, Tennis, Yoga Classes, Evening Entertainment, Nightclub, Buffet, Watersports Equipment Rentals, Spa",,Great Beach,,2 Double,FALSE,391,2002,,3
Club Med Turkoise Turks & Caicos,85.5,Adults Only,"$5,468.70","$7,630.78",1.01,,,3,,6,,Turks and Caicos,Grace Bay,Providenciales,TRUE,0h 19m,Club Med,"Mid-Range, Bay View","Beach, Gym, Diving, Buffet, Snorkelling, Spa, Tennis, Evening Entertainment, Nightclub",,,,1 King,FALSE,291,1984,2012,2
Planet Hollywood Costa Rica,85.5,Family,"$5,585.00","$7,793.06",0.98,4,,5,,7,,Costa Rica,Culebra,Liberia,TRUE,0h 47m,Marriott,"Family, Trendy","Beach, Kids Club, Gym, Buffet, Swim Up Bar, Nightclub, Babysitting, Evening Entertainment, Spa, Wi-Fi Free",2 Bedroom Suites,,,1 King or 2 Queen,FALSE,292,2018,,3
El Cid Granada Hotel,85.3,Family,"$1,990.71","$2,777.75",2.66,,,3,,NYR,,Mexico,Mazatlan,Gen Rafael Buelna,FALSE,0h 34m,El Cid Resorts,"Classic, Green","Gym, Tennis, Wi-Fi Paid, Heated Pool, Evening Entertainment, Nightclub, Kids Club, Golf Course, Babysitting, Buffet, Swim Up Bar",Family Suite,,,1 King or 2 Double,FALSE,129,1974,2007,3
Las Hadas By Brisas,85.3,Family,"$2,308.41","$3,221.05",2.30,NYR,,5,,8,,Mexico,Manzanillo,Manzanillo,FALSE,0h 42m,,"Romantic, Charming","Beach, Watersports Equipment Rentals, Kids Club, Swim Up Bar, Golf Course, Spa, Tennis",,,,2 Double,FALSE,234,1974,2007,4
Wyndham Alltra Samana,85.3,Family,"$2,835.87","$3,957.05",1.87,,,4,,NYR,,Dominican Republic,Las Galeras,Samaná El Catey,TRUE,,Wyndham Hotels,"Family, Mid-Range","Beach, Kids Club, Yoga Classes, Horseback Riding, Evening Entertainment, Buffet",,,,2 Double,FALSE,404,1999,2014,2
Hotel Belo Isla Mujeres,85.3,Family,"$2,844.68","$3,969.34",1.86,,,5,,,,Mexico,Isla Mujeres,Cancun,TRUE,1h 14m,,"Romantic, Charming","Gym, Beach, Wi-Fi Free",Adults Only Rooms,,,1 King or 2 Double,FALSE,66,,2019,5
Hotel Riu Palace Macao,85.3,Adults Only,"$2,875.60","$4,012.48",1.84,,,5,,8,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 26m,Riu,"Bay View, Mid-Range","Spa, Gym, Evening Entertainment, Nightclub, Beach, Buffet, Snorkelling, Watersports Equipment Rentals, Swim Up Bar, Golf Course, Restaurants Don't Require Reservations, Windsurfing, Waterpark For Big Kids",,Great for Parties,,1 King or 2 Double,FALSE,476,1994,2023,3
Coral Costa Caribe Beach Resort,85.3,Family,"$2,948.40","$4,114.06",1.80,,,4,,4,,Dominican Republic,Juan Dolio,Punta Cana,TRUE,1h 29m,,"Bay View, Quiet","Beach, Kids Club, Gym, Tennis, Buffet, Evening Entertainment, Spa, Babysitting, Swim Up Bar, Nightclub",,,Can't Book Two Rooms,2 Queen,FALSE,422,1995,2003,
Azul Ixtapa Hotels Beach Resort & Convention Center,85.3,Family,"$3,563.22","$4,971.96",1.49,,,5,,6,,Mexico,Ixtapa,Ixtapa-Zihuatanejo,TRUE,0h 34m,Azul,"Modern, Mid-Range","Beach, Kids Club, Teen Club, Gym, Archery, Buffet, Swim Up Bar, Snorkelling, Evening Entertainment, Mini Golf, Tennis, Nightclub, Spa, Pets Allowed, Wi-Fi Paid, Waterpark For Little Kids",Family Suite,,,2 Queen,FALSE,400,1999,2009,10
Hotel Riu Palace Punta Cana,85.3,Family,"$3,802.54","$5,305.89",1.39,,,4.5,,8,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 27m,Riu,"Classic, Bay View","Beach, Kids Club, Gym, Swim Up Bar, Evening Entertainment, Babysitting, Buffet, Spa, Restaurants Don't Require Reservations, Waterpark For Little Kids",,Great for Parties,,1 King or 2 Small Double,FALSE,676,2006,2018,4
Dreams Aventuras Riviera Maya,85.3,Family,"$4,382.00","$6,114.45",1.21,3,,4.5,B,7,,Mexico,Puerto Aventuras,Cancun,TRUE,1h 7m,Hyatt,"Family, Family Resort","Beach, Kids Club, Arcade, Heated Pool, Kids Club for Under 4, Gym, Diving, Yoga Classes, Room Service, Swim Up Bar, Evening Entertainment, Babysitting, Adult Pool, Buffet, Snorkelling, Spa, Restaurants Don't Require Reservations, Waterpark For Little Kids, Waterpark For Big Kids","Swim Up Rooms, Family Suite, 2 Bedroom Suites",,Yes,2 Double,FALSE,305,1988,2008,7
Grand Sirenis Punta Cana Resort & Aquagames,85.3,Family,"$4,529.70","$6,320.54",1.17,,,5,,6,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 44m,Sirenis Hotels,"Family Resort, Mid-Range","Beach, Spa, Adult Pool, Kids Club, Gym, Tennis, Evening Entertainment, Archery, Watersports Equipment Rentals, Nightclub, Buffet, Swim Up Bar, Waterpark For Little Kids, Waterpark For Big Kids",Family Suite,,,1 King or 2 Double,TRUE,818,1999,2018,3
Secrets Wild Orchid Montego Bay,85.3,Adults Only,"$4,778.00","$6,667.01",1.11,4,,5,D,9,,Jamaica,Montego Bay,Sangster,TRUE,0h 19m,Hyatt,"Luxury, Modern","Beach, Gym, Casino, Room Service, Swim Up Bar, Diving, Spa, Buffet, Tennis, Evening Entertainment, Nightclub, Restaurants Don't Require Reservations, Wi-Fi Paid","Swim Up Rooms, Beach Front Rooms",Great Food,,1 King or 2 Double,FALSE,350,2010,2019,5
Princess Mundo Imperial,85.3,Family,"$4,933.11","$6,883.44",1.07,,,4,,8,,Mexico,Acapulco,Alvarez,FALSE,0h 14m,,"Business, Classic","Beach, Gym, Buffet, Tennis, Spa, Babysitting, Room Service, Swim Up Bar, Golf Course, Kids Club, Pets Allowed",Family Suite,,,2 Double,TRUE,1011,1971,2010,15
Hard Rock Hotel & Casino Punta Cana,85.3,Family,"$5,099.00","$7,114.92",1.04,4,,5,,9,,Dominican Republic,Bavaro,Punta Cana,TRUE,0h 27m,Legendary Vacation Club,"Trendy, Lagoon View","Beach, Kids Club, Teen Club, Lazy River, Pool Slide, Water Feature, Waterpark For Little Kids, Waterpark For Big Kids","2 Bedroom Suites, Family Suite",Great Beach,,1 King and Sofa Bed or 2 Double and Sofa Bed,FALSE,1775,2009,,4
Mia Reef Isla Mujeres,85.3,Family,"$5,721.63","$7,983.71",0.93,,,5,,6,,Mexico,Isla Mujeres,Cancun,TRUE,1h 11m,,"Family Resort, Harbour View","Beach, Kids Club, Gym, Bicycles Available, Yoga Classes, Diving, Watersports Equipment Rentals, Evening Entertainment, Nightclub, Spa, Buffet, Swim Up Bar, Snorkelling",Adults Only Rooms,,Can't Book Two Rooms,1 King or 2 Double,TRUE,163,2001,2004,5
Dreams Bahia Mita Surf & Spa Resort,85.3,Family,"$5,905.00","$8,239.57",0.90,4,,5,C,NYR,,Mexico,Punta de Mita,Ordaz,TRUE,0h 36m,Hyatt,"Business, Romantic","Beach, Kids Club for Under 4, Restaurants Don't Require Reservations, Gym, Babysitting, Evening Entertainment, Spa, Wi-Fi Free","Swim Up Rooms, Family Suite",Great Food,Can't Book Two Rooms,2 Queen,FALSE,363,2020,,8
Hotel Riu Palace Tropical Bay,85.3,Family,"$5,913.60","$8,251.57",0.90,,,4.5,,6,,Jamaica,Negril,Sangster,TRUE,1h 17m,Riu,"Quiet, Romantic","Beach, Kids Club, Gym, Diving, Buffet, Evening Entertainment, Swim Up Bar, Tennis, Fishing, Spa",,Great Beach,,2 Small Double,FALSE,452,2001,2018,2
Melia Las Antillas,85.0,Adults Only,"$1,113.00","$1,553.03",4.49,,,4,,7,,Cuba,Varadero,Varadero,TRUE,0h 35m,Melia,"Lagoon View, Park View","Gym, Bicycles Available, Diving, Fishing, Nightclub, Spa, Beach, Buffet, Tennis, Evening Entertainment",,Great Beach,,1 King,FALSE,350,1999,2017,5
Paradisus Princesa Del Mar Resort & Spa,85.0,Adults Only,"$1,582.00","$2,207.45",3.16,,,5,,8,,Cuba,Varadero,Varadero,TRUE,0h 37m,Melia,"Quiet, Romantic","Beach, Buffet, Snorkelling, Evening Entertainment, Spa, Gym, Diving, Yoga Classes, Swim Up Bar, Tennis, Fishing","Swim Up Rooms, Villas, Plunge Pool Rooms",Great Beach,,1 King,FALSE,630,2004,,3
Occidental Nuevo Vallarta,85.0,Family,"$2,020.83","$2,819.78",2.47,,,4,,6,,Mexico,Nuevo Nayarit,Ordaz,TRUE,0h 19m,Barcelo,"Mid-Range, Centrally Located","Beach, Kids Club, Heated Pool, Gym, Diving, Adult Pool, Room Service, Tennis, Fishing, Babysitting, Buffet, Evening Entertainment, Nightclub, Spa",,,,1 King or 2 Double,FALSE,274,1992,2011,7
Vila Gale Mares,85.0,Family,"$2,220.42","$3,098.27",2.25,,,5,,NYR,,Brazil,Guarajuba,Luis E. Magalhaes,FALSE,0h 55m,,"Modern, Family","Gym, Swim Up Bar, Hiking, Babysitting, Beach, Adult Pool, Buffet, Tennis, Kids Club, Spa, Wi-Fi Paid",Family Suite,,,2 Queen,FALSE,576,2006,2009,2
Barcelo Puerto Vallarta,85.0,Family,"$2,307.34","$3,219.56",2.17,4,,4,,6,,Mexico,Mismaloya,Ordaz,TRUE,0h 44m,Barcelo,"Quiet, Family","Beach, Kids Club, Pool Slide, Water Feature, Arcade, Heated Pool, Gym, Diving, Watersports Equipment Rentals, Fishing, Babysitting, Buffet, Tennis, Evening Entertainment, Spa",Family Suite,,,1 King or 2 Double,TRUE,316,1990,2008,9
Melia Cozumel,85.0,Family,"$2,389.00","$3,333.50",2.09,,,4,,6,,Mexico,Cozumel,Cozumel,TRUE,0h 10m,Melia,"Park View, Green","Beach, Kids Club, Pool Slide, Water Feature, Gym, Archery, Adult Pool, Swim Up Bar, Mini Golf, Tennis, Evening Entertainment, Babysitting, Buffet, Diving, Snorkelling, Watersports Equipment Rentals, Fishing, Nightclub, Spa, Wi-Fi Paid",Family Suite,,,1 King or 2 Double,FALSE,143,1976,2006,12
Wyndham Grand Cancun All Inclusive Resort & Villas,85.0,Family,"$2,467.50","$3,443.04",2.03,3,,4,,8,,Mexico,Cancun,Cancun,TRUE,0h 18m,Wyndham Hotels,"Classic, Lagoon View","Beach, Kids Club, Gym, Yoga Classes, Swim Up Bar, Evening Entertainment, Spa, Babysitting, Buffet","2 Bedroom Suites, Villas",,,2 Double,TRUE,343,1988,2008,12
Hotel Riu Cancun,85.0,Adults Only,"$2,535.96","$3,538.56",1.97,,,4.5,,7,,Mexico,Cancun,Cancun,TRUE,0h 28m,Riu,"Trendy, Modern","Beach, Restaurants Don't Require Reservations, Gym, Diving, Buffet, Swim Up Bar, Spa, Wi-Fi Paid, Evening Entertainment",,Great for Parties,,1 King or 2 Double,TRUE,569,2003,2014,15
"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",85.0,Adults Only,"$2,572.50","$3,589.55",1.94,4,,5,,NYR,,Mexico,Cancun,Cancun,TRUE,0h 26m,Marriott,"Trendy, Modern","Beach, Gym, Buffet, Swim Up Bar, Evening Entertainment, Spa, Wi-Fi Free, Heated Pool",2 Bedroom Suites,Great for Parties,,1 King or 2 Queen,TRUE,458,2019,,15
Breathless Cancun Soul Resort & Spa,85.0,Adults Only,"$2,678.00","$3,736.76",1.87,4,,5,C,7,,Mexico,Puerto Morelos,Cancun,TRUE,0h 20m,Hyatt,"Romantic, Mid-Range","Beach, Gym, Swim Up Bar, Nightclub, Wi-Fi Free, Buffet, Evening Entertainment, Spa",,Great for Parties,,1 King,TRUE,429,2021,,18
"Emotions All Inclusive Puerto Plata, Ascend Hotel Collection",85.0,Family,"$2,835.00","$3,955.83",1.76,,,4,,4,,Dominican Republic,Puerto Plata,La Union,TRUE,0h 26m,,"Family, Business","Beach, Gym, Casino, Buffet, Tennis, Evening Entertainment, Nightclub, Babysitting, Swim Up Bar, Diving, Snorkelling, Kids Club, Spa, Wi-Fi Free","Adults Only Rooms, Swim Up Rooms, Family Suite",,,1 King or 2 Double,FALSE,475,1992,1997,3
Meliá Puerto Vallarta,85.0,Family,"$2,915.70","$4,068.44",1.71,,,,,,,Mexico,Puerto Vallarta,Ordaz,TRUE,0h 7m,Melia,"Park View, Mid-Range","Gym, Archery, Yoga Classes, Buffet, Tennis, Evening Entertainment, Babysitting, Wi-Fi Paid, Nightclub, Golf Course, Kids Club for Under 4",Family Suite,,,1 King or 2 Double,TRUE,370,1989,2020,10
Bahia Principe Grand La Romana,85.0,Family,"$3,043.32","$4,246.51",1.64,,,5,,6,,Dominican Republic,La Romana,Punta Cana,TRUE,1h 15m,Bahia Principe,"Family, Mid-Range","Beach, Kids Club, Pool Slide, Water Feature, Gym, Casino, Swim Up Bar, Golf Course, Evening Entertainment, Nightclub, Spa, Babysitting, Buffet, Tennis","2 Bedroom Suites, Family Suite",,Yes,1 King or 2 Full,FALSE,400,2007,,2
Hawksbill Resort Antigua (12+),85.0,Adults Only,"$3,518.80","$4,909.98",1.42,,,3.5,,6,12+ Allowed,Antigua,Five Islands Village,V.C. Bird,TRUE,0h 33m,,"Mid-Range, Quiet","Beach, Buffet, Snorkelling, Evening Entertainment, Hiking, Tennis",Villas,,,2 Double,FALSE,105,1960,2023,2
Marival Emotions Resort & Suites Riviera Nayarit By Mercure,85.0,Family,"$3,920.00","$5,469.79",1.28,3,,4.5,,6,,Mexico,Nuevo Vallarta,Ordaz,TRUE,0h 22m,Marival Resorts,"Green, Mid-Range","Beach, Kids Club, Teen Club, Pool Slide, Water Feature, Arcade, Gym, Bicycles Available, Adult Pool, Heated Pool, Swim Up Bar, Diving, Tennis, Evening Entertainment, Nightclub, Spa, Babysitting, Wi-Fi Paid, Buffet, Fishing, Waterpark For Little Kids","2 Bedroom Suites, Family Suite",,,1 King or 2 Double,FALSE,$497.00,"$1,987.00","$2,014.00",$6.00
